0.9999999979  0.003671
0.999013 0.031395
0.996057 0.062667
0.991144 0.093691
0.984292 0.124345
0.975528 0.154508
0.964888 0.184062
0.952414 0.212890
0.938153 0.240877
0.922164 0.267913
0.904508 0.293893
0.885257 0.318712
0.864484 0.342274
0.842274 0.364484
0.818712 0.385257
0.793893 0.404508
0.767913 0.422164
0.740877 0.438153
0.712890 0.452414
0.684062 0.464888
0.654508 0.475528
0.624345 0.484292
0.593691 0.491144
0.562667 0.496057
0.531395 0.499013
0.500000 0.500000
0.468605 0.499013
0.437333 0.496057
0.406309 0.491144
0.375655 0.484292
0.345492 0.475528
0.315938 0.464888
0.287110 0.452414
0.259123 0.438153
0.232087 0.422164
0.206107 0.404508
0.181288 0.385257
0.157726 0.364484
0.135516 0.342274
0.114743 0.318712
0.095492 0.293893
0.077836 0.267913
0.061847 0.240877
0.047586 0.212890
0.035112 0.184062
0.024472 0.154508
0.015708 0.124345
0.008856 0.093691
0.003943 0.062667
0.000987 0.031395
0.000000 0.000000
0.000987 -0.031395
0.003943 -0.062667
0.008856 -0.093691
0.015708 -0.124345
0.024472 -0.154508
0.035112 -0.184062
0.047586 -0.212890
0.061847 -0.240877
0.077836 -0.267913
0.095492 -0.293893
0.114743 -0.318712
0.135516 -0.342274
0.157726 -0.364484
0.181288 -0.385257
0.206107 -0.404508
0.232087 -0.422164
0.259123 -0.438153
0.287110 -0.452414
0.315938 -0.464888
0.345492 -0.475528
0.375655 -0.484292
0.406309 -0.491144
0.437333 -0.496057
0.468605 -0.499013
0.500000 -0.500000
0.531395 -0.499013
0.562667 -0.496057
0.593691 -0.491144
0.624345 -0.484292
0.654508 -0.475528
0.684062 -0.464888
0.712890 -0.452414
0.740877 -0.438153
0.767913 -0.422164
0.793893 -0.404508
0.818712 -0.385257
0.842274 -0.364484
0.864484 -0.342274
0.885257 -0.318712
0.904508 -0.293893
0.922164 -0.267913
0.938153 -0.240877
0.952414 -0.212890
0.964888 -0.184062
0.975528 -0.154508
0.984292 -0.124345
0.991144 -0.093691
0.996057 -0.062667
0.999013 -0.031395
0.9999999979  -0.003671
